s.id,frq,fpm,ref#
s#87962,2,0.06989087971894921,55
s#503068,2,0.06989087971894921,55
s#736909,2,0.06989087971894921,55
s#786738,2,0.06989087971894921,55
s#83854,2,0.06989087971894921,55
s#644105,2,0.06989087971894921,55
s#445713,3,0.1048363195784238,55
s#734520,1,0.034945439859474604,55
s#859927,4,0.13978175943789842,55
s#787371,6,0.2096726391568476,59
s#152581,3,0.1048363195784238,59
s#598496,3,0.1048363195784238,59
s#949204,3,0.1048363195784238,59
s#399832,3,0.1048363195784238,59
s#435637,3,0.1048363195784238,59
s#858811,3,0.1048363195784238,59
s#80598,3,0.1048363195784238,59
s#108504,3,0.1048363195784238,59
s#131089,3,0.1048363195784238,59
s#244340,3,0.1048363195784238,59
s#144574,3,0.1048363195784238,59
s#795988,3,0.1048363195784238,59
s#156840,3,0.1048363195784238,59
s#211660,3,0.1048363195784238,59
s#162858,3,0.1048363195784238,59
s#390597,3,0.1048363195784238,59
s#937255,3,0.1048363195784238,59
s#1023016,3,0.1048363195784238,59
s#936625,2,0.06989087971894921,59
s#912923,2,0.06989087971894921,59
s#878536,2,0.06989087971894921,59
s#704249,3,0.1048363195784238,59
s#117786,6,0.2096726391568476,59
s#717955,3,0.1048363195784238,59
s#792534,3,0.1048363195784238,59
s#465580,6,0.2096726391568476,59
s#938123,6,0.2096726391568476,59
s#950072,6,0.2096726391568476,59
s#866983,5,0.174727199297373,59
s#403912,5,0.174727199297373,59
s#587121,5,0.174727199297373,59
s#244214,5,0.174727199297373,59
s#587120,5,0.174727199297373,59
s#117694,5,0.174727199297373,59
s#124093,5,0.174727199297373,59
s#454048,5,0.174727199297373,59
s#194788,5,0.174727199297373,59
s#504276,4,0.13978175943789842,59
s#790924,4,0.13978175943789842,59
s#787998,4,0.13978175943789842,59
s#954795,4,0.13978175943789842,59
s#139940,4,0.13978175943789842,59
s#119013,4,0.13978175943789842,59
s#121907,4,0.13978175943789842,59
s#942846,4,0.13978175943789842,59
s#822390,3,0.1048363195784238,59
s#791750,3,0.1048363195784238,59
s#825437,4,0.13978175943789842,59
s#295389,5,0.174727199297373,59
s#575799,5,0.174727199297373,63
s#85508,4,0.13978175943789842,63
s#531790,4,0.13978175943789842,63
s#531924,4,0.13978175943789842,63
s#548790,4,0.13978175943789842,63
s#561857,4,0.13978175943789842,63
s#200164,4,0.13978175943789842,63
s#575805,4,0.13978175943789842,63
s#587152,4,0.13978175943789842,63
s#596756,4,0.13978175943789842,63
s#641100,4,0.13978175943789842,63
s#319245,4,0.13978175943789842,63
s#744610,4,0.13978175943789842,63
s#335448,4,0.13978175943789842,63
s#961522,5,0.174727199297373,63
s#868245,5,0.174727199297373,63
s#149031,5,0.174727199297373,63
s#145047,4,0.13978175943789842,63
s#551148,5,0.174727199297373,63
s#880611,5,0.174727199297373,63
s#372828,5,0.174727199297373,63
s#267520,4,0.13978175943789842,63
s#137160,4,0.13978175943789842,63
s#394994,4,0.13978175943789842,63
s#876488,4,0.13978175943789842,63
s#82838,4,0.13978175943789842,63
s#26093,4,0.13978175943789842,63
s#14549,4,0.13978175943789842,63
s#301683,4,0.13978175943789842,63
s#441504,4,0.13978175943789842,63
s#662591,4,0.13978175943789842,63
s#375007,4,0.13978175943789842,63
s#138116,4,0.13978175943789842,63
s#149183,4,0.13978175943789842,63
s#453292,4,0.13978175943789842,63
s#924591,4,0.13978175943789842,63
s#178685,4,0.13978175943789842,63
s#407848,4,0.13978175943789842,63
s#457252,4,0.13978175943789842,63
s#244200,4,0.13978175943789842,63
s#618985,4,0.13978175943789842,63
s#270817,4,0.13978175943789842,63
s#879493,4,0.13978175943789842,63
s#331795,4,0.13978175943789842,63
s#282201,4,0.13978175943789842,63
s#529403,4,0.13978175943789842,63
s#553026,4,0.13978175943789842,63
s#565702,4,0.13978175943789842,63
s#267377,4,0.13978175943789842,63
s#319086,4,0.13978175943789842,63
s#789798,2,0.06989087971894921,67
s#1029680,2,0.06989087971894921,67
s#862392,2,0.06989087971894921,67
s#376870,2,0.06989087971894921,67
s#207117,2,0.06989087971894921,67
s#3429,2,0.06989087971894921,67
s#600955,2,0.06989087971894921,67
s#231306,2,0.06989087971894921,67
s#294314,2,0.06989087971894921,67
s#246370,2,0.06989087971894921,67
s#832635,2,0.06989087971894921,67
s#7550,2,0.06989087971894921,67
s#282127,2,0.06989087971894921,67
s#377239,2,0.06989087971894921,67
s#670929,2,0.06989087971894921,67
s#758402,2,0.06989087971894921,67
s#831309,2,0.06989087971894921,67
s#766025,2,0.06989087971894921,67
s#185412,2,0.06989087971894921,67
s#857652,2,0.06989087971894921,67
s#862200,2,0.06989087971894921,67
s#249248,2,0.06989087971894921,67
s#650493,2,0.06989087971894921,67
s#509974,2,0.06989087971894921,67
s#250144,2,0.06989087971894921,67
s#1002476,2,0.06989087971894921,67
s#670039,2,0.06989087971894921,67
s#674213,2,0.06989087971894921,67
s#401272,2,0.06989087971894921,67
s#868658,2,0.06989087971894921,67
s#636811,2,0.06989087971894921,67
s#399018,2,0.06989087971894921,67
s#1029230,2,0.06989087971894921,67
s#491941,2,0.06989087971894921,67
s#199649,2,0.06989087971894921,67
s#199506,2,0.06989087971894921,67
s#412340,2,0.06989087971894921,67
s#405157,2,0.06989087971894921,67
s#282128,2,0.06989087971894921,67
s#468379,2,0.06989087971894921,67
s#161236,2,0.06989087971894921,67
s#993872,2,0.06989087971894921,67
s#747214,2,0.06989087971894921,67
s#207478,2,0.06989087971894921,67
s#590470,2,0.06989087971894921,67
s#312687,2,0.06989087971894921,67
s#355928,2,0.06989087971894921,67
s#469966,2,0.06989087971894921,67
s#1032144,3,0.1048363195784238,67
s#1021675,3,0.1048363195784238,67
s#362819,8,0.27956351887579683,71
s#460433,9,0.3145089587352714,71
s#481642,9,0.3145089587352714,71
s#417159,9,0.3145089587352714,71
s#618629,9,0.3145089587352714,71
s#251913,12,0.4193452783136952,71
s#647987,9,0.3145089587352714,71
s#911196,10,0.349454398594746,71
s#845316,10,0.349454398594746,71
s#26388,10,0.349454398594746,71
s#577808,9,0.3145089587352714,71
s#225893,10,0.349454398594746,71
s#264407,15,0.5241815978921189,71
s#308377,15,0.5241815978921189,71
s#453341,14,0.4892361580326444,71
s#217208,13,0.45429071817316985,71
s#819192,13,0.45429071817316985,71
s#380009,12,0.4193452783136952,71
s#345041,12,0.4193452783136952,71
s#424161,12,0.4193452783136952,71
s#484825,12,0.4193452783136952,71
s#292162,12,0.4193452783136952,71
s#726689,11,0.3843998384542206,71
s#378645,9,0.3145089587352714,71
s#357373,9,0.3145089587352714,71
s#91588,9,0.3145089587352714,71
s#447267,8,0.27956351887579683,71
s#385200,8,0.27956351887579683,71
s#392947,8,0.27956351887579683,71
s#590217,8,0.27956351887579683,71
s#727926,8,0.27956351887579683,71
s#501760,8,0.27956351887579683,71
s#461669,8,0.27956351887579683,71
